,ID,Reached_3w,Reached_3m,Tenure_In_Months,Date_Joined,FUA_Balance,Number_Of_Services,Has_Payroll,Income,Has_Investment,Has_Visa,VISA_balance,Has_mortgage,Has_Deposit,Number_Transactions,Age,City,Unnamed: 17
623,905266,0,0,3,4/20/2020,612901.24,2,0,,0,1,181.7983097,1,1,0,57,SURREY                                                                                              ,
624,905673,1,1,3,6/6/2020,9484.1,3,0,,0,0,0,0,1,120,51,NEW WESTMINSTER                                                                                     ,
625,906474,1,1,3,5/15/2020,26335.4,2,0,,0,0,0,0,1,74,50,SURREY                                                                                              ,
626,906696,1,1,3,5/15/2020,402694.0867,1,0,,0,1,156.5872037,1,1,0,57,VICTORIA                                                                                            ,
627,907674,0,0,3,4/30/2020,3995,1,1,79807.7097,0,0,0,0,1,0,60,WEST VANCOUVER                                                                                      ,
628,908064,1,1,3,8/7/2020,236889.06,3,0,,0,1,0,0,1,4,34,SURREY                                                                                              ,
629,908566,0,0,3,4/30/2020,444858.003,1,1,79807.7097,0,0,0,1,1,0,60,WEST VANCOUVER                                                                                      ,
630,908908,0,0,3,4/23/2020,328.15,2,0,,0,1,1862.612042,0,1,18,65,VANCOUVER                                                                                           ,
631,909949,0,0,3,1/4/2021,733264.09,2,1,,0,1,0,0,1,0,53,BURNABY                                                                                             ,
632,910312,0,0,3,2/10/2021,3917.35,1,0,,0,1,0,0,1,3,63,WEST VANCOUVER                                                                                      ,
633,911218,0,0,3,5/5/2020,7395.8,3,1,128863.4709,0,1,0,0,1,39,35,COQUITLAM                                                                                           ,
634,911575,1,1,3,1/20/2021,344290.29,2,1,,0,1,689.8410098,0,1,0,60,RICHMOND                                                                                            ,
635,913190,0,0,3,4/10/2020,0.87,1,0,,0,1,1476.823307,0,1,0,50,SURREY                                                                                              ,
636,914622,0,0,3,9/10/2020,0,1,0,,1,0,0,0,1,0,57,VANCOUVER                                                                                           ,
637,915831,1,1,3,4/24/2020,733134.502,2,1,,0,0,0,1,1,1,52,NORTH VANCOUVER                                                                                     ,
638,916285,0,0,3,6/1/2020,203.6,1,0,,1,1,367.256167,0,1,6,65,VICTORIA                                                                                            ,
639,917276,0,0,3,4/4/2020,0,1,1,,1,1,0,0,1,0,53,SURREY                                                                                              ,
640,917332,0,0,3,8/22/2020,27723.28,2,0,,0,1,2038.696542,0,1,11,52,VANCOUVER                                                                                           ,
641,918691,1,1,3,4/4/2020,429860.637,2,0,,1,1,0,1,1,43,34,VANCOUVER                                                                                           ,
642,919403,1,1,3,12/18/2020,24960.2,2,1,275128.856,1,1,970.8810119,0,1,3,42,SURREY                                                                                              ,
643,921118,1,1,3,7/8/2020,8310.71,1,1,288263.3816,0,1,0,0,1,8,55,VANCOUVER                                                                                           ,
644,922083,1,1,3,12/16/2020,6584.57,2,1,,0,1,496.0750669,0,1,1,54,DELTA                                                                                               ,
645,922854,0,0,3,1/15/2021,730616.05,2,1,,1,1,1132.786999,0,1,2,72,SURREY                                                                                              ,
646,926998,1,1,3,5/16/2020,2000.99,1,1,,0,0,0,0,1,0,70,COQUITLAM                                                                                           ,
647,931972,0,0,3,5/22/2020,860741.75,4,1,,1,1,662.5023576,1,1,0,60,BURNABY                                                                                             ,
648,933414,0,0,3,5/13/2020,9.68,1,1,,1,1,1783.945169,0,1,17,49,VANCOUVER                                                                                           ,
649,936876,0,0,3,7/29/2020,31.83,1,1,,0,1,0,0,1,0,46,VICTORIA                                                                                            ,
650,938795,1,1,3,3/21/2020,178226.03,2,0,,0,0,0,0,1,1,41,WEST VANCOUVER                                                                                      ,
651,939855,0,0,3,1/13/2021,9703.42,2,0,237229.7503,0,1,0,0,1,2,87,WHITE ROCK                                                                                          ,
652,940118,0,0,3,7/14/2020,446236.75,2,0,,0,0,0,0,1,0,59,VANCOUVER                                                                                           ,
653,940335,1,1,3,9/5/2020,536.25,2,1,,0,1,0,0,1,0,54,NORTH VANCOUVER                                                                                     ,
654,940860,1,1,3,1/5/2021,4254.98,4,1,,1,0,0,0,1,41,55,VANCOUVER                                                                                           ,
655,942088,0,0,3,5/21/2020,1429882.51,3,1,,1,1,0,1,1,16,62,NEW WESTMINSTER                                                                                     ,
656,942589,0,0,3,7/29/2020,3552.13,1,0,,0,1,939.5486122,0,1,77,54,SURREY                                                                                              ,
657,947105,1,1,3,8/24/2020,1538.77,2,0,,0,1,0,0,1,10,79,COQUITLAM                                                                                           ,
658,949358,1,1,3,1/18/2021,54101.88,2,0,,0,0,0,0,1,0,59,PORT MOODY                                                                                          ,
659,949394,0,0,3,11/2/2020,1925,2,0,,0,1,1405.04854,0,1,2,47,NORTH VANCOUVER                                                                                     ,
660,951603,0,0,3,12/9/2020,0,1,0,,0,1,105.8811057,0,1,0,47,BURNABY                                                                                             ,
661,953102,1,1,3,12/8/2020,102638.84,1,1,,0,1,0,0,1,1,76,WEST VANCOUVER                                                                                      ,
662,953497,0,0,3,6/13/2020,457231.9262,1,0,,0,1,0,1,1,5,53,NORTH VANCOUVER                                                                                     ,
663,958283,1,1,3,4/29/2020,437491.8358,1,1,,0,1,0,1,1,0,68,VANCOUVER                                                                                           ,
664,960273,0,0,3,5/14/2020,420296.9488,1,0,,0,1,0,1,1,2,34,VANCOUVER                                                                                           ,
665,960552,0,0,3,6/10/2020,474629.5093,1,1,,0,1,322.2744618,1,1,2,48,PORT COQUITLAM                                                                                      ,
